,.N,Processes,Average Init Time (s),Average Scatter Time (s),Average Reduce Time (s),Average Calculation Time (s)
8192x8192,1,.61885000000000000000,0,0,.19462500000000000000
8192x8192,2,.66090000000000000000,1.34862500000000000000,.00767500000000000000,.09537500000000000000
8192x8192,4,1.06070000000000000000,2.28777500000000000000,.05225000000000000000,.09162500000000000000
8192x8192,16,1.01425000000000000000,2.02562500000000000000,.02132500000000000000,.02387500000000000000
8192x8192,32,1.04542500000000000000,2.06467500000000000000,.02747500000000000000,.01202500000000000000
8192x8192,64,1.05022500000000000000,2.08797500000000000000,.29222500000000000000,.01170000000000000000
16384x16384,1,2.46117500000000000000,0,0,.77067500000000000000
16384x16384,2,3.60927500000000000000,8.95732500000000000000,.03535000000000000000,.63442500000000000000
16384x16384,4,6.31640000000000000000,13.71880000000000000000,.12255000000000000000,.40720000000000000000
16384x16384,16,3.37647500000000000000,7.61935000000000000000,.03582500000000000000,.08150000000000000000
16384x16384,32,3.29055000000000000000,6.18430000000000000000,.02425000000000000000,.03980000000000000000
16384x16384,64,3.19142500000000000000,8.91140000000000000000,1.62222500000000000000,.03195000000000000000
32768x32768,1,10.05612500000000000000,0,0,3.12920000000000000000
32768x32768,2,10.47057500000000000000,22.88987500000000000000,.04250000000000000000,1.51407500000000000000
32768x32768,4,12.75940000000000000000,27.37465000000000000000,.13607500000000000000,1.00422500000000000000
32768x32768,16,12.83205000000000000000,25.77115000000000000000,.09630000000000000000,.27372500000000000000
32768x32768,32,12.70220000000000000000,25.92860000000000000000,.10480000000000000000,.16792500000000000000
32768x32768,64,12.79512500000000000000,32.14037500000000000000,6.84355000000000000000,.08945000000000000000
